ID,post_author,post_date,post_date_gmt,post_content,post_title,post_excerpt,post_status,comment_status,ping_status,post_password,post_name,to_ping,pinged,post_modified,post_modified_gmt,post_content_filtered,post_parent,guid,menu_order,post_type,post_mime_type,comment_count
356,1,01/11/2015 19:04,01/11/2015 19:04,"<h3><strong>NB.</strong> these are not real people, any similarity to real people is purely coincidental.</h3>
<h2>Academic Staff Personae at Client University (now referred to as university-x)</h2>
<table>
<tbody>
<tr>
<td>Intermediate/advanced IT user</td>
</tr>
<tr>
<td> <a href=""http://www.fionamacneill.co.uk/blog-archive/wp-content/uploads/2015/11/kwillmottpersonaFINAL-1855jhn.png""><img class=""alignnone size-full wp-image-363"" src=""http://www.fionamacneill.co.uk/blog-archive/wp-content/uploads/2015/11/kwillmottpersonaFINAL-1855jhn.png"" alt=""Persona 1"" width=""588"" height=""984"" /></a></td>
</tr>
<tr>
<td>Tentative/Reluctant IT user</td>
</tr>
<tr>
<td><a href=""http://www.fionamacneill.co.uk/blog-archive/wp-content/uploads/2015/11/jcrowtherFINAL-w96i13.png""><img class=""alignnone wp-image-368 size-full"" src=""http://www.fionamacneill.co.uk/blog-archive/wp-content/uploads/2015/11/jcrowtherFINAL-w96i13.png"" alt="""" width=""588"" height=""984"" /></a></td>
</tr>
</tbody>
</table>
&nbsp;",Academic Staff Personae,,private,open,closed,,academic-staff-personae,,,01/11/2015 19:04,01/11/2015 19:04,,0,http://blogs.brighton.ac.uk/fjm15/?page_id=356,0,page,,0
381,1,11/11/2015 22:00,11/11/2015 22:00,"<h3><strong>NB.</strong> this is not a real person, any similarity to a real person is purely coincidental.</h3>
<h2>Student Persona at Client University (now referred to as university-x) - from the students, admin, staff researchers user group</h2>
<table>
<tbody>
<tr>
<td>Student User</td>
</tr>
<tr>
<td><a href=""http://www.fionamacneill.co.uk/blog-archive/wp-content/uploads/2015/11/AWilsonFINAL-24xzl17.jpg""><img class=""alignnone size-full wp-image-382"" src=""http://www.fionamacneill.co.uk/blog-archive/wp-content/uploads/2015/11/AWilsonFINAL-24xzl17.jpg"" alt=""studet persona"" width=""588"" height=""984"" /></a></td>
</tr>
</tbody>
</table>
&nbsp;",Students (and other staff) persona,,private,open,closed,,students-and-other-staff-persona,,,11/11/2015 22:00,11/11/2015 22:00,,0,http://blogs.brighton.ac.uk/fjm15/?page_id=381,0,page,,0
388,1,11/11/2015 22:32,11/11/2015 22:32,"<h3><strong>NB.</strong> this is not a real person, any similarity to a real person is purely coincidental.</h3>
<h2>User external to Client University (now referred to as university-x)</h2>
<table>
<tbody>
<tr>
<td>External user</td>
</tr>
<tr>
<td><a href=""http://www.fionamacneill.co.uk/blog-archive/wp-content/uploads/2015/11/NPolivkaFINAL-1r8kqpa.jpg""><img class=""alignnone size-full wp-image-387"" src=""http://www.fionamacneill.co.uk/blog-archive/wp-content/uploads/2015/11/NPolivkaFINAL-1r8kqpa.jpg"" alt=""external user"" width=""588"" height=""984"" /></a></td>
</tr>
</tbody>
</table>
&nbsp;",User external to client university,,private,open,closed,,user-external-to-client-university,,,11/11/2015 22:32,11/11/2015 22:32,,0,http://blogs.brighton.ac.uk/fjm15/?page_id=388,0,page,,0
390,1,11/11/2015 22:36,11/11/2015 22:36,"<h3><strong>NB.</strong> this is not a real person, any similarity to a real person is purely coincidental.</h3>
<h2>Support user at Client University (now referred to as university-x)</h2>
<table>
<tbody>
<tr>
<td>Support user</td>
</tr>
<tr>
<td><a href=""http://www.fionamacneill.co.uk/blog-archive/wp-content/uploads/2015/11/NMcCourtFINAL-1nbm8gc.jpg""><img class=""alignnone size-full wp-image-391"" src=""http://www.fionamacneill.co.uk/blog-archive/wp-content/uploads/2015/11/NMcCourtFINAL-1nbm8gc.jpg"" alt=""support user"" width=""588"" height=""984"" /></a></td>
</tr>
</tbody>
</table>
&nbsp;",Support user at at client university,,private,open,closed,,support-user-at-at-client-university,,,11/11/2015 22:36,11/11/2015 22:36,,0,http://blogs.brighton.ac.uk/fjm15/?page_id=390,0,page,,0
416,1,27/11/2015 12:44,0000-00-00 00:00:00,"<table border=""1"">
<tbody>
<tr>
<td><strong>Attribute</strong></td>
<td><strong>Requirement</strong></td>
<td><strong>Rationale</strong></td>
</tr>
<tr>
<td>Learnability (and Memorability)</td>
<td></td>
<td></td>
</tr>
<tr>
<td>Speed</td>
<td></td>
<td></td>
</tr>
<tr>
<td>Error Rate</td>
<td></td>
<td></td>
</tr>
<tr>
<td>Subjective Satisfaction</td>
<td></td>
<td></td>
</tr>
<tr>
<td>Accessibility</td>
<td></td>
<td></td>
</tr>
<tr>
<td></td>
<td></td>
<td></td>
</tr>
<tr>
<td></td>
<td></td>
<td></td>
</tr>
<tr>
<td></td>
<td></td>
<td></td>
</tr>
<tr>
<td></td>
<td></td>
<td></td>
</tr>
</tbody>
</table>
Think about the Scope of Schneiderman in comparison to Sharp, Lauesen and Redmond-Pyle and Moore",Making your word document accessible. Usability Requirements,,draft,open,open,,,,,27/11/2015 12:44,0000-00-00 00:00:00,,0,http://blogs.brighton.ac.uk/fjm15/?page_id=416,0,page,,0
459,1,24/12/2015 00:19,0000-00-00 00:00:00,"First version: 3/11/15
This version: 23/12/15
&nbsp;",Task Scenarios v3.0 23/12/15,,draft,open,open,,,,,24/12/2015 00:19,0000-00-00 00:00:00,,0,http://blogs.brighton.ac.uk/fjm15/?page_id=459,0,page,,0
897,1,17/05/2020 16:28,17/05/2020 16:28,,About Me,,publish,closed,closed,,about-me-3,,,17/05/2020 16:28,17/05/2020 16:28,,0,http://www.fionamacneill.co.uk/blog-archive/uncategorized/about-me-3/,5,nav_menu_item,,0
898,1,17/05/2020 16:28,17/05/2020 16:28,Picks up atom and JSON feeds related to my development work.,Development Log,,publish,closed,closed,,development-log-2,,,17/05/2020 16:28,17/05/2020 16:28,,0,http://www.fionamacneill.co.uk/blog-archive/uncategorized/development-log-2/,1,nav_menu_item,,0
899,1,17/05/2020 16:28,17/05/2020 16:28,,Portfolio Site,,publish,closed,closed,,portfolio-site-2,,,17/05/2020 16:28,17/05/2020 16:28,,0,http://www.fionamacneill.co.uk/blog-archive/uncategorized/portfolio-site-2/,2,nav_menu_item,,0
900,1,17/05/2020 16:28,17/05/2020 16:28,,Project Site: Smart Home App,,publish,closed,closed,,project-site-smart-home-app,,,18/05/2020 00:19,17/05/2020 23:19,,0,http://www.fionamacneill.co.uk/blog-archive/uncategorized/project-site-smart-home-app/,3,nav_menu_item,,0
902,1,17/05/2020 16:28,17/05/2020 16:28,,Final Website Design,,publish,closed,closed,,final-website-design,,,18/05/2020 00:19,17/05/2020 23:19,,0,http://www.fionamacneill.co.uk/blog-archive/uncategorized/final-website-design/,5,nav_menu_item,,0
903,1,17/05/2020 16:28,17/05/2020 16:28,,Resources,,publish,closed,closed,,resources,,,18/05/2020 00:19,17/05/2020 23:19,,0,http://www.fionamacneill.co.uk/blog-archive/uncategorized/resources/,6,nav_menu_item,,0
904,1,17/05/2020 16:28,17/05/2020 16:28,,What I am reading,,publish,closed,closed,,what-i-am-reading,,,18/05/2020 00:19,17/05/2020 23:19,,0,http://www.fionamacneill.co.uk/blog-archive/uncategorized/what-i-am-reading/,8,nav_menu_item,,0
